Single,choosy,caips
Single,normal,dsrit
Single,choosy,ydzuv
Single,desperate,httui
Single,choosy,bqqht
Single,choosy,rmjax
Single,desperate,uczqr
Single,desperate,axsnx
Single,normal,kycho
Single,desperate,gqujn
Single,normal,rahsv
Single,normal,pgbtz
Single,choosy,vengc
Single,choosy,hqohv
Single,choosy,bqbbq
Single,choosy,vtpap
Single,choosy,eocpg
Single,desperate,hlimm
Single,normal,wvybv
Single,choosy,uqxey
Single,choosy,frlpl
Single,desperate,ujcqs
Single,normal,rjker
Single,desperate,hzmpo
Single,desperate,gwtus
Single,normal,dzqey
Single,choosy,eehlz
Single,choosy,trytx
Single,desperate,putkd
Single,normal,qlqlk
Single,desperate,oszxe
Single,choosy,vibyu
Single,desperate,umiox
Single,desperate,ytuhh
Single,normal,zrztw
Single,desperate,cgget
Single,normal,ahweh
Single,normal,tuoif
Single,desperate,pkmpn
Single,choosy,zqarw
Single,choosy,cozaq
Single,choosy,somxs
Single,choosy,dlmkg
Single,normal,wgurc
Single,desperate,thkzi
Single,normal,kelxd
Single,desperate,ocdpg
Single,choosy,tmiia
Single,choosy,wkrue
Single,desperate,zlwtq
Single,desperate,mpfoc
Single,normal,nzyco
Single,desperate,epjwr
Single,normal,owhfz
Single,normal,qcsui
Single,choosy,lpstw
Single,choosy,rdalb
Single,choosy,qvhtg
Single,choosy,kyyuc
Single,choosy,kvqia
Single,desperate,yhitu
Single,normal,iynrm
Single,normal,mvsix
Single,choosy,bknpe
Single,desperate,hgbyc
Single,normal,uysvf
Single,desperate,fvcmf
Single,choosy,ojtxv
Single,normal,gkajf
Single,choosy,tuzkb
Single,choosy,znosq
Single,normal,fkdtb
Single,normal,nfuoc
Single,choosy,uojvx
Single,desperate,sglxt
Single,normal,tcdjj
Single,desperate,echic
Single,desperate,tiern
Single,normal,hkdbf
Single,choosy,aadwx
Single,choosy,jtoos
Single,choosy,mbuwg
Single,choosy,zcfit
Single,desperate,zyeiz
Single,normal,rydmq
Single,choosy,wzuja
Single,normal,vnsaq
Single,choosy,tuukn
Single,choosy,eqtxn
Single,choosy,poalt
Single,normal,luwyz
Single,desperate,ujech
Single,desperate,yaogd
Single,normal,fcczc
Single,normal,hxuoc
Single,normal,ojvbs
Single,desperate,hqmtr
Single,normal,qbagg
Single,normal,vchdu
Single,normal,wltor
Single,desperate,bpgna
Single,normal,feoqy
Single,desperate,tbfku
Single,desperate,nzsdh
Single,normal,vmtlb
Single,desperate,xbqhv
Single,normal,mzmlz
Single,desperate,miyrm
Single,choosy,lljds
Single,desperate,ojjca
Single,normal,pprlf
Single,normal,lvvfm
Single,choosy,fbrxm
Single,normal,jmqbc
Single,normal,nmwkv
Single,choosy,txbtx
Single,choosy,seqxb
Single,choosy,aawgf
Single,normal,oonur
Single,normal,hxawm
Single,normal,ycmiq
Single,choosy,gozlu
Single,normal,nrnlt
Single,choosy,cluxo
Single,choosy,tmqpx
Single,normal,zgoqt
Single,normal,savbv
Single,normal,macrj
Single,desperate,ymots
Single,normal,vcyqh
Single,normal,ovawu
Single,choosy,cuxvw
Single,normal,njaqc
Single,desperate,bmujn
Single,normal,wzahr
Single,desperate,wgcoi
Single,choosy,kxhxe
Single,normal,oagmc
Single,choosy,zjufe
Single,desperate,gyobb
Single,desperate,hgfhv
Single,desperate,nwjfw
Single,choosy,jsiqs
Single,choosy,pivtd
Single,choosy,rumsp
Single,desperate,eajrx
Single,normal,yteak
Single,normal,wmcfx
Single,choosy,uhizy
Single,choosy,nxkhz
Single,desperate,caqzf
Single,desperate,njxtg
Single,choosy,qrtub
Single,choosy,gmxpb
Single,desperate,dxyat
Single,choosy,mvlml
Single,desperate,yczbq
Single,choosy,tmadv
Single,normal,byytb
Single,desperate,rhgin
Single,desperate,olyyq
Single,desperate,ikdnw
Single,choosy,znqww
Single,normal,cqolo
Single,normal,piecd
Single,desperate,veafj
Single,choosy,bfiak
Single,normal,vwwdx
Single,normal,lamvm
Single,normal,glsoh
Single,normal,rownd
Single,choosy,aaqgm
Single,choosy,mjcyi
Single,desperate,bnmnm
Single,choosy,itbmq
Single,desperate,mvsmn
Single,desperate,xhmrs
Single,normal,oucmu
Single,normal,nhwbt
Single,choosy,qdumq
Single,desperate,gkqgp
Single,desperate,cvkef
Single,desperate,gntgu
Single,normal,geciw
Single,normal,mrskf
Single,normal,oabrw
Single,normal,ivshj
Single,choosy,nzcry
Single,choosy,nfchn
Single,normal,gdsak
Single,desperate,xugyb
Single,normal,cadlp
Single,choosy,rlklo
Single,desperate,mzmkw
Single,normal,ojmsb
Single,normal,phehi
Single,choosy,fomae
Single,normal,vrzei
Single,desperate,gvuvh
Single,normal,guocr
